Maskapai,Tanggal_Perjalanan,Waktu_Berangkat,Waktu_Tiba,Durasi_Penerbangan,Jumlah_Transit,Informasi_Tambahan,Jarak_Km,Harga_Tiket
Garuda Indonesia,9/06/2019,13:00,12:35 10 Jun,23h 35m,1 stop,In-flight meal not included,2089.2676378593396,1909758
Garuda Indonesia,24/05/2019,16:30,09:20 25 May,16h 50m,1 stop,No info,1560.6966232595826,2638526
Garuda Indonesia,27/03/2019,05:10,18:50,13h 40m,2 stops,In-flight meal not included,2089.2676378593396,1585200
Garuda Indonesia,24/06/2019,14:35,12:35 25 Jun,22h,2 stops,No info,2089.2676378593396,2489274
Sriwijaya Air,12/06/2019,17:00,10:45 13 Jun,17h 45m,1 stop,No info,1560.6966232595826,1572917
Garuda Indonesia,24/06/2019,02:15,12:35,10h 20m,1 stop,No info,2089.2676378593396,3418843
Citilink,3/04/2019,13:15,14:45,1h 30m,non-stop,No check-in baggage included,621.4628500760243,365686
Garuda Indonesia,1/06/2019,19:30,12:35 02 Jun,17h 5m,2 stops,In-flight meal not included,2089.2676378593396,1929485
Garuda Indonesia,6/05/2019,20:25,18:00 07 May,21h 35m,1 stop,No info,1560.6966232595826,2134009
Garuda Indonesia,9/05/2019,16:30,04:40 10 May,12h 10m,1 stop,No info,1560.6966232595826,2750744
Batik Air,6/03/2019,20:15,09:15 07 Mar,13h,1 stop,No info,621.4628500760243,1774464
Batik Air,3/04/2019,21:05,22:25,1h 20m,non-stop,No info,621.4628500760243,381505
Garuda Indonesia,12/06/2019,19:30,04:25 13 Jun,8h 55m,2 stops,In-flight meal not included,2089.2676378593396,1929485
Garuda Indonesia,24/03/2019,08:25,22:35,14h 10m,1 stop,In-flight meal not included,1560.6966232595826,1866769
Citilink,21/04/2019,09:00,11:25,2h 25m,non-stop,No info,1560.6966232595826,835775
Garuda Indonesia,15/05/2019,17:45,20:45,3h,non-stop,No info,1750.1147624132104,1345317
Citilink,03/03/2019,10:20,18:15,7h 55m,1 stop,No info,1739.8021018961408,2121726
Lion Air,27/06/2019,14:45,17:05,2h 20m,non-stop,No info,1358.3607154263375,669402
Sriwijaya Air,12/06/2019,17:00,09:05 13 Jun,16h 5m,1 stop,No info,1560.6966232595826,1475215
Citilink,1/05/2019,09:00,11:25,2h 25m,non-stop,No info,1560.6966232595826,776781
Batik Air,1/05/2019,07:00,16:15,9h 15m,1 stop,No info,1560.6966232595826,1898778
Sriwijaya Air,9/05/2019,07:10,20:20,13h 10m,1 stop,No info,1560.6966232595826,1602321
Garuda Indonesia,12/06/2019,15:15,18:10,2h 55m,non-stop,In-flight meal not included,1750.1147624132104,1073611
Lion Air,1/05/2019,11:30,14:05,2h 35m,non-stop,No info,1560.6966232595826,1050348
Garuda Indonesia,3/06/2019,07:10,10:10,3h,non-stop,In-flight meal not included,1750.1147624132104,1073611
Garuda Indonesia,15/05/2019,06:00,08:45,2h 45m,non-stop,No info,1750.1147624132104,1345317
Lion Air,9/06/2019,06:20,10:20,4h,1 stop,No info,1560.6966232595826,786459
Lion Air,09/03/2019,12:05,17:05,5h,1 stop,No info,1739.8021018961408,853827
Garuda Indonesia,21/05/2019,10:20,11:50,1h 30m,non-stop,In-flight meal not included,621.4628500760243,929570
Garuda Indonesia,1/04/2019,17:30,12:35 02 Apr,19h 5m,1 stop,In-flight meal not included,2089.2676378593396,1006057
Citilink,24/06/2019,17:10,19:40,2h 30m,non-stop,No info,1560.6966232595826,720765
Garuda Indonesia,6/03/2019,11:30,18:50,7h 20m,1 stop,No info,2089.2676378593396,3168166
Citilink,9/06/2019,08:45,13:15,4h 30m,1 stop,No check-in baggage included,2089.2676378593396,959904
Garuda Indonesia,1/05/2019,10:20,11:50,1h 30m,non-stop,No info,621.4628500760243,1496244
Garuda Indonesia,18/05/2019,05:45,16:20,10h 35m,1 stop,In-flight meal not included,1560.6966232595826,2018068
Batik Air,12/05/2019,11:40,13:55,2h 15m,non-stop,No info,1358.3607154263375,868529
Garuda Indonesia,3/04/2019,19:35,21:05,1h 30m,non-stop,No info,621.4628500760243,1056676
Batik Air,12/05/2019,05:50,20:25,14h 35m,2 stops,No info,1560.6966232595826,2328669
Garuda Indonesia,27/06/2019,07:10,10:10,3h,non-stop,No info,1750.1147624132104,1491778
Citilink,1/06/2019,17:45,20:05,2h 20m,non-stop,No check-in baggage included,1358.3607154263375,659352
Garuda Indonesia,21/03/2019,17:30,04:25 22 Mar,10h 55m,1 stop,In-flight meal not included,2089.2676378593396,1109714
Garuda Indonesia,18/05/2019,08:25,16:20,7h 55m,1 stop,No info,1560.6966232595826,2750744
Garuda Indonesia,18/05/2019,09:00,12:35 19 May,27h 35m,1 stop,In-flight meal not included,2089.2676378593396,2302615
Garuda Indonesia,1/06/2019,19:35,21:05,1h 30m,non-stop,In-flight meal not included,621.4628500760243,597381
Garuda Indonesia,15/03/2019,05:45,18:25,12h 40m,1 stop,In-flight meal not included,1739.8021018961408,1699837
Garuda Indonesia,6/06/2019,14:35,04:25 07 Jun,13h 50m,2 stops,In-flight meal not included,2089.2676378593396,2032026
Lion Air,1/05/2019,09:10,10:40,1h 30m,non-stop,No info,621.4628500760243,851408
Lion Air,15/06/2019,05:35,08:50,3h 15m,non-stop,No info,2089.2676378593396,1042346
Garuda Indonesia,18/05/2019,17:00,23:35,6h 35m,1 stop,No info,1560.6966232595826,2633501
Batik Air,6/05/2019,12:00,07:55 07 May,19h 55m,2 stops,No info,1560.6966232595826,1889101
Sriwijaya Air,18/04/2019,09:45,12:35,2h 50m,non-stop,No info,1750.1147624132104,1005498
Lion Air,27/05/2019,02:00,07:45,5h 45m,1 stop,No info,2089.2676378593396,1143957
Lion Air,27/06/2019,14:25,16:55,2h 30m,non-stop,No info,1560.6966232595826,894024
Transit Maskapai,27/03/2019,08:55,19:15,10h 20m,1 stop,No info,2089.2676378593396,1557843
Garuda Indonesia,9/06/2019,19:30,04:25 10 Jun,8h 55m,2 stops,No info,2089.2676378593396,2421905
AirAsia Indonesia,24/05/2019,04:55,07:45,2h 50m,non-stop,No info,1750.1147624132104,629576
Citilink,6/03/2019,17:45,20:05,2h 20m,non-stop,No info,1358.3607154263375,1358158
Garuda Indonesia,3/04/2019,07:10,10:10,3h,non-stop,In-flight meal not included,1750.1147624132104,845638
Transit Maskapai,6/03/2019,08:55,15:30,6h 35m,1 stop,No info,2089.2676378593396,2818857
Transit Maskapai,9/03/2019,04:45,19:45,15h,1 stop,No info,2089.2676378593396,2006530
Lion Air,15/05/2019,15:10,20:00,4h 50m,1 stop,No info,2089.2676378593396,1121625
Garuda Indonesia,6/06/2019,14:35,04:25 07 Jun,13h 50m,2 stops,In-flight meal not included,2089.2676378593396,2032026
Batik Air,27/03/2019,06:10,08:15 28 Mar,26h 5m,1 stop,No info,2089.2676378593396,1243334
Lion Air,24/06/2019,23:30,02:20 25 Jun,2h 50m,non-stop,No info,1750.1147624132104,733792
Garuda Indonesia,27/05/2019,21:50,12:35 28 May,14h 45m,1 stop,In-flight meal not included,2089.2676378593396,2400318
Lion Air,6/06/2019,18:35,01:30 07 Jun,6h 55m,1 stop,No info,2089.2676378593396,1233471
Batik Air,3/04/2019,20:30,23:00 04 Apr,26h 30m,1 stop,No info,2089.2676378593396,934594
Batik Air,3/06/2019,07:10,07:40 04 Jun,24h 30m,2 stops,No info,2089.2676378593396,2363098
AirAsia Indonesia,9/06/2019,20:45,07:10 10 Jun,10h 25m,1 stop,No info,2089.2676378593396,2008763
Lion Air,9/06/2019,11:25,21:00,9h 35m,1 stop,No info,2089.2676378593396,1194018
Citilink,9/03/2019,22:20,00:40 10 Mar,2h 20m,non-stop,No info,1560.6966232595826,860154
Lion Air,27/05/2019,13:00,15:50,2h 50m,non-stop,No info,1750.1147624132104,733792
AirAsia Indonesia,6/06/2019,19:55,22:25,2h 30m,non-stop,No info,1560.6966232595826,838939
Sriwijaya Air,12/06/2019,07:10,22:40,15h 30m,1 stop,No info,1560.6966232595826,1572917
Batik Air,12/05/2019,16:45,08:55 13 May,16h 10m,2 stops,No info,1560.6966232595826,2500626
Sriwijaya Air,18/05/2019,17:45,20:05,2h 20m,non-stop,No info,1358.3607154263375,2229850
Garuda Indonesia,24/05/2019,18:55,12:00 25 May,17h 5m,1 stop,In-flight meal not included,1560.6966232595826,2018068
Garuda Indonesia,9/05/2019,09:40,04:25 10 May,18h 45m,2 stops,No info,2089.2676378593396,2815507
Garuda Indonesia,27/06/2019,14:00,19:00,5h,1 stop,No info,2089.2676378593396,2738275
Lion Air,27/06/2019,06:40,21:00,14h 20m,1 stop,No info,2089.2676378593396,1133907
Lion Air,6/04/2019,04:55,13:20,8h 25m,1 stop,No info,2089.2676378593396,987633
Super Air Jet,15/05/2019,14:25,19:35,5h 10m,1 stop,No info,2089.2676378593396,1895987
Garuda Indonesia,6/06/2019,20:00,08:15 07 Jun,12h 15m,1 stop,No info,1560.6966232595826,2711663
Garuda Indonesia,27/03/2019,19:10,04:25 28 Mar,9h 15m,2 stops,No info,2089.2676378593396,2042634
Garuda Indonesia,24/05/2019,06:30,16:20,9h 50m,1 stop,In-flight meal not included,1560.6966232595826,2018068
Lion Air,9/04/2019,20:20,22:55,2h 35m,non-stop,No info,1560.6966232595826,835217
Batik Air,24/05/2019,23:00,19:15 25 May,20h 15m,1 stop,No info,2089.2676378593396,1597110
Garuda Indonesia,24/06/2019,19:45,12:35 25 Jun,16h 50m,1 stop,In-flight meal not included,2089.2676378593396,1909758
Sriwijaya Air,6/05/2019,17:00,10:45 07 May,17h 45m,1 stop,No info,1560.6966232595826,1611998
Lion Air,24/03/2019,06:00,08:45,2h 45m,non-stop,No info,1739.8021018961408,889000
Garuda Indonesia,27/03/2019,15:50,17:20,1h 30m,non-stop,In-flight meal not included,621.4628500760243,385413
Garuda Indonesia,12/03/2019,22:55,15:15 13 Mar,16h 20m,1 stop,In-flight meal not included,1739.8021018961408,2063291
Batik Air,18/04/2019,21:05,23:55,2h 50m,non-stop,No info,1750.1147624132104,972931
Garuda Indonesia,1/04/2019,06:30,16:20,9h 50m,1 stop,No info,1560.6966232595826,2418556
Garuda Indonesia,06/03/2019,08:00,23:00,15h,1 stop,No info,1739.8021018961408,3114570
Garuda Indonesia,1/05/2019,18:55,10:05 02 May,15h 10m,1 stop,No info,1560.6966232595826,2594420
Batik Air,15/03/2019,13:50,22:10,8h 20m,1 stop,No info,1739.8021018961408,1705793
Batik Air,3/03/2019,05:15,06:50 04 Mar,25h 35m,1 stop,No info,2089.2676378593396,2359190
Batik Air,24/03/2019,11:40,13:55,2h 15m,non-stop,No info,1358.3607154263375,819770
Garuda Indonesia,6/05/2019,09:35,23:35,14h,1 stop,No info,1560.6966232595826,2255718
Batik Air,6/06/2019,21:05,23:55,2h 50m,non-stop,No info,1750.1147624132104,1139118
Garuda Indonesia,18/05/2019,08:25,09:20 19 May,24h 55m,1 stop,No info,1560.6966232595826,2677607
Garuda Indonesia,1/04/2019,20:25,10:55 02 Apr,14h 30m,1 stop,No info,1560.6966232595826,2134009
Garuda Indonesia,12/03/2019,21:25,10:25 13 Mar,13h,1 stop,No info,1739.8021018961408,2571344
Batik Air,6/05/2019,19:30,20:45,1h 15m,non-stop,No info,621.4628500760243,576910
Transit Maskapai,21/05/2019,11:40,19:15,7h 35m,1 stop,No info,2089.2676378593396,1538303
Garuda Indonesia,24/03/2019,19:45,23:25 25 Mar,27h 40m,1 stop,No info,1560.6966232595826,2560550
Lion Air,9/06/2019,00:25,03:15,2h 50m,non-stop,No info,1750.1147624132104,733792
Transit Maskapai,27/03/2019,18:15,01:35 28 Mar,7h 20m,1 stop,No info,2089.2676378593396,2294055
Lion Air,12/06/2019,06:25,07:55,1h 30m,non-stop,No info,621.4628500760243,753519
Citilink,1/06/2019,21:10,00:05 02 Jun,2h 55m,non-stop,No check-in baggage included,1750.1147624132104,664935
AirAsia Indonesia,15/05/2019,19:55,22:25,2h 30m,non-stop,No info,1560.6966232595826,820515
Batik Air,27/03/2019,07:05,09:25 28 Mar,26h 20m,2 stops,No info,2089.2676378593396,1221746
Lion Air,15/04/2019,21:25,00:05 16 Apr,2h 40m,non-stop,No info,1560.6966232595826,776781
Garuda Indonesia,24/05/2019,07:10,10:10,3h,non-stop,In-flight meal not included,1750.1147624132104,749983
AirAsia Indonesia,21/03/2019,10:20,12:55,2h 35m,non-stop,No info,1560.6966232595826,759660
Batik Air,24/05/2019,09:10,11:05 25 May,25h 55m,2 stops,No info,1560.6966232595826,1138374
Garuda Indonesia,21/03/2019,05:50,12:20,6h 30m,1 stop,In-flight meal not included,1739.8021018961408,1146934
Garuda Indonesia,27/03/2019,16:00,04:25 28 Mar,12h 25m,1 stop,In-flight meal not included,2089.2676378593396,1217094
Citilink,12/05/2019,15:05,20:20,5h 15m,1 stop,No info,1560.6966232595826,865179
Garuda Indonesia,9/06/2019,21:50,19:00 10 Jun,21h 10m,1 stop,In-flight meal not included,2089.2676378593396,1909758
Sriwijaya Air,6/04/2019,19:30,22:15,2h 45m,non-stop,No info,1750.1147624132104,1044579
Lion Air,24/03/2019,08:30,11:30,3h,non-stop,No info,1739.8021018961408,1143398
Garuda Indonesia,12/05/2019,17:00,22:05 13 May,29h 5m,1 stop,No info,1560.6966232595826,2431769
Sriwijaya Air,03/03/2019,21:10,00:05 07 Mar,2h 55m,non-stop,No info,1739.8021018961408,1415849
Transit Maskapai,9/06/2019,10:00,01:30 10 Jun,15h 30m,1 stop,No info,2089.2676378593396,1339548
Garuda Indonesia,15/05/2019,16:30,23:35,7h 5m,1 stop,No info,1560.6966232595826,2594420
Garuda Indonesia,9/06/2019,09:40,04:25 10 Jun,18h 45m,2 stops,In-flight meal not included,2089.2676378593396,1929485
Citilink,27/06/2019,08:20,10:35,2h 15m,non-stop,No check-in baggage included,1358.3607154263375,659352
Lion Air,27/03/2019,20:25,23:05,2h 40m,non-stop,No info,1560.6966232595826,830378
Batik Air,24/03/2019,05:50,13:40,7h 50m,2 stops,No info,1560.6966232595826,1489730
Garuda Indonesia,1/04/2019,18:55,22:35 02 Apr,27h 40m,1 stop,In-flight meal not included,1560.6966232595826,1314610
Garuda Indonesia,1/05/2019,20:25,21:05 02 May,24h 40m,1 stop,No info,1560.6966232595826,2255718
Batik Air,9/05/2019,12:00,19:15,7h 15m,2 stops,No info,2089.2676378593396,1659640
Batik Air,12/05/2019,09:25,21:50,12h 25m,1 stop,No info,1560.6966232595826,1654615
Batik Air,1/05/2019,10:00,16:15,6h 15m,1 stop,No info,1560.6966232595826,1898778
Transit Maskapai,15/05/2019,13:00,21:00,8h,1 stop,No info,2089.2676378593396,1502385
Lion Air,3/03/2019,16:10,22:20,6h 10m,1 stop,No info,2089.2676378593396,2091206
Garuda Indonesia,12/06/2019,06:45,04:25 13 Jun,21h 40m,2 stops,No info,2089.2676378593396,2489274
Transit Maskapai,9/06/2019,07:10,22:30,15h 20m,1 stop,No info,2089.2676378593396,1212069
Garuda Indonesia,24/05/2019,18:55,04:40 25 May,9h 45m,1 stop,No info,1560.6966232595826,2555339
Garuda Indonesia,1/04/2019,20:00,19:50 02 Apr,23h 50m,1 stop,In-flight meal not included,1560.6966232595826,1314610
Garuda Indonesia,06/03/2019,05:45,19:10,13h 25m,1 stop,No info,1739.8021018961408,3114570
Garuda Indonesia,15/05/2019,20:00,10:05 16 May,14h 5m,1 stop,In-flight meal not included,1560.6966232595826,1597855
Transit Maskapai,15/06/2019,06:00,19:00,13h,1 stop,No info,2089.2676378593396,2193933
Lion Air,24/05/2019,11:30,14:05,2h 35m,non-stop,No info,1560.6966232595826,972186
Lion Air,15/05/2019,21:05,00:20 16 May,3h 15m,non-stop,No info,2089.2676378593396,1271807
Lion Air,15/06/2019,16:00,01:30 16 Jun,9h 30m,1 stop,No info,2089.2676378593396,1175408
Garuda Indonesia,21/03/2019,10:45,18:50 22 Mar,32h 5m,2 stops,No info,2089.2676378593396,2208821
AirAsia Indonesia,6/03/2019,22:50,01:20 07 Mar,2h 30m,non-stop,No info,1560.6966232595826,815862
Lion Air,21/04/2019,14:25,16:55,2h 30m,non-stop,No info,1560.6966232595826,1050348
Batik Air,9/03/2019,20:15,19:15 10 Mar,23h,2 stops,No info,2089.2676378593396,3662634
Transit Maskapai,6/06/2019,10:00,01:30 07 Jun,15h 30m,1 stop,No info,2089.2676378593396,2489460
Transit Maskapai,9/03/2019,09:45,21:20,11h 35m,2 stops,No info,2089.2676378593396,1877749
Garuda Indonesia,6/03/2019,17:50,16:50 07 Mar,23h,2 stops,No info,621.4628500760243,3879254
Sriwijaya Air,24/06/2019,17:00,19:35,2h 35m,non-stop,No info,1750.1147624132104,907796
Lion Air,1/06/2019,21:20,22:50,1h 30m,non-stop,No info,621.4628500760243,414445
Lion Air,18/05/2019,07:35,16:10,8h 35m,1 stop,No info,2089.2676378593396,1198856
Citilink,27/05/2019,21:10,00:05 28 May,2h 55m,non-stop,No check-in baggage included,1750.1147624132104,606128
Garuda Indonesia,15/06/2019,06:00,08:45,2h 45m,non-stop,In-flight meal not included,1750.1147624132104,1345317
Batik Air,1/05/2019,20:30,13:45 02 May,17h 15m,2 stops,No info,1560.6966232595826,2822020
Lion Air,24/03/2019,10:10,13:00,2h 50m,non-stop,No info,1739.8021018961408,1873469
Batik Air,15/03/2019,14:10,17:10,3h,non-stop,No info,2089.2676378593396,1055931
Garuda Indonesia,01/03/2019,14:05,10:25 02 Mar,20h 20m,1 stop,No info,1739.8021018961408,3870880
Lion Air,18/05/2019,06:50,22:30,15h 40m,1 stop,No info,2089.2676378593396,1329498
Batik Air,27/05/2019,05:10,08:00,2h 50m,non-stop,No info,2089.2676378593396,1134093
Garuda Indonesia,18/05/2019,10:20,11:50,1h 30m,non-stop,In-flight meal not included,621.4628500760243,753705
Citilink,24/06/2019,09:45,12:00,2h 15m,non-stop,No check-in baggage included,1358.3607154263375,718160
Garuda Indonesia,21/03/2019,10:20,18:50 22 Mar,32h 30m,2 stops,No info,2089.2676378593396,2170670
Transit Maskapai,6/03/2019,07:10,21:20,14h 10m,2 stops,In-flight meal not included,2089.2676378593396,1438739
Garuda Indonesia,12/06/2019,09:35,19:10,9h 35m,1 stop,No info,1560.6966232595826,2361981
Batik Air,18/05/2019,13:15,09:25 19 May,20h 10m,2 stops,No info,2089.2676378593396,2104233
Garuda Indonesia,9/06/2019,21:10,04:40 10 Jun,7h 30m,1 stop,In-flight meal not included,1560.6966232595826,1597855
Lion Air,21/03/2019,11:20,15:25,4h 5m,1 stop,No info,1739.8021018961408,1069331
Transit Maskapai,21/03/2019,08:00,19:15,11h 15m,1 stop,No info,2089.2676378593396,2489646
Batik Air,24/03/2019,17:00,19:45,2h 45m,non-stop,No info,1739.8021018961408,1393145
Citilink,6/03/2019,09:30,12:05,2h 35m,non-stop,No info,1358.3607154263375,1358158
Transit Maskapai,12/06/2019,11:40,21:00,9h 20m,1 stop,No info,2089.2676378593396,1303630
Lion Air,12/05/2019,17:15,19:50,2h 35m,non-stop,No info,1560.6966232595826,894024
Lion Air,9/03/2019,04:45,12:55,8h 10m,1 stop,No info,2089.2676378593396,3007748
Lion Air,24/04/2019,00:30,03:25,2h 55m,non-stop,No info,1750.1147624132104,636276
AirAsia Indonesia,1/05/2019,15:10,23:30,8h 20m,2 stops,No info,1560.6966232595826,966231
AirAsia Indonesia,15/04/2019,10:20,12:55,2h 35m,non-stop,No info,1560.6966232595826,820515
Garuda Indonesia,18/04/2019,08:20,11:20,3h,non-stop,No info,1750.1147624132104,1345317
Lion Air,15/03/2019,16:55,21:50,4h 55m,1 stop,No info,1739.8021018961408,1004382
Garuda Indonesia,15/04/2019,14:00,19:00,5h,1 stop,In-flight meal not included,2089.2676378593396,1217466
Super Air Jet,27/03/2019,10:25,19:20,8h 55m,1 stop,No info,2089.2676378593396,982794
Transit Maskapai,6/06/2019,12:50,19:15,6h 25m,1 stop,No info,2089.2676378593396,1538303
Garuda Indonesia,12/06/2019,14:00,19:00,5h,1 stop,In-flight meal not included,2089.2676378593396,1909758
Sriwijaya Air,24/03/2019,20:20,20:25 25 Mar,24h 5m,1 stop,No info,1560.6966232595826,2066640
Garuda Indonesia,3/04/2019,08:20,11:20,3h,non-stop,In-flight meal not included,1750.1147624132104,845638
Batik Air,6/03/2019,14:15,16:45,2h 30m,non-stop,No info,1560.6966232595826,923056
Garuda Indonesia,06/03/2019,08:55,05:05 07 Mar,20h 10m,1 stop,No info,1739.8021018961408,3114570
Transit Maskapai,1/06/2019,10:00,01:30 02 Jun,15h 30m,1 stop,No info,2089.2676378593396,2489460
Citilink,18/05/2019,13:15,14:45,1h 30m,non-stop,No info,621.4628500760243,414445
Batik Air,15/03/2019,06:20,07:40,1h 20m,non-stop,No info,621.4628500760243,576910
Batik Air,9/06/2019,21:05,22:25,1h 20m,non-stop,No info,621.4628500760243,576910
Citilink,18/05/2019,06:55,09:30,2h 35m,non-stop,No info,1560.6966232595826,720765
Lion Air,3/03/2019,20:05,21:35,1h 30m,non-stop,No info,621.4628500760243,973675
Garuda Indonesia,27/05/2019,18:55,22:00,3h 5m,non-stop,In-flight meal not included,1750.1147624132104,625110
Lion Air,24/03/2019,07:10,10:05,2h 55m,non-stop,No info,1739.8021018961408,1143398
Lion Air,6/03/2019,07:35,12:00,4h 25m,1 stop,No info,2089.2676378593396,1437622
Batik Air,24/03/2019,21:05,23:55,2h 50m,non-stop,No info,1739.8021018961408,826470
Batik Air,27/06/2019,05:15,19:15 28 Jun,38h,3 stops,No info,2089.2676378593396,1991828
Garuda Indonesia,12/06/2019,21:10,10:05 13 Jun,12h 55m,1 stop,In-flight meal not included,1560.6966232595826,1587247
Transit Maskapai,3/03/2019,04:00,13:20,9h 20m,1 stop,No info,2089.2676378593396,2786475
Garuda Indonesia,24/05/2019,08:25,19:50,11h 25m,1 stop,No info,1560.6966232595826,2711663
Citilink,3/06/2019,21:10,00:05 04 Jun,2h 55m,non-stop,No check-in baggage included,1750.1147624132104,606128
Garuda Indonesia,18/03/2019,16:55,23:00,6h 5m,1 stop,In-flight meal not included,1739.8021018961408,2063291
Citilink,1/04/2019,06:55,09:30,2h 35m,non-stop,No info,1560.6966232595826,720765
Citilink,15/04/2019,09:30,12:20,2h 50m,non-stop,No info,1750.1147624132104,823120
Batik Air,3/06/2019,10:55,07:40 04 Jun,20h 45m,2 stops,No info,2089.2676378593396,2187233
Garuda Indonesia,24/05/2019,16:30,23:35,7h 5m,1 stop,No info,1560.6966232595826,2711663
Transit Maskapai,3/06/2019,06:00,21:00,15h,1 stop,No info,2089.2676378593396,1577198
Garuda Indonesia,1/05/2019,20:00,10:05 02 May,14h 5m,1 stop,No info,1560.6966232595826,2594420
Garuda Indonesia,21/05/2019,19:45,19:00 22 May,23h 15m,1 stop,No info,2089.2676378593396,2992302
Transit Maskapai,6/03/2019,04:00,18:50,14h 50m,1 stop,No info,2089.2676378593396,2493554
Batik Air,6/06/2019,16:40,19:15 07 Jun,26h 35m,2 stops,No info,2089.2676378593396,1796423
Garuda Indonesia,6/06/2019,10:00,19:00,9h,1 stop,No info,2089.2676378593396,2738275
AirAsia Indonesia,18/06/2019,11:10,13:55,2h 45m,non-stop,No info,1750.1147624132104,629576
Garuda Indonesia,01/03/2019,14:05,08:15 02 Mar,18h 10m,1 stop,No info,1739.8021018961408,4144447
Sriwijaya Air,3/03/2019,07:05,09:20,2h 15m,non-stop,No info,1358.3607154263375,1106178
Garuda Indonesia,12/05/2019,18:55,08:15 13 May,13h 20m,1 stop,In-flight meal not included,1560.6966232595826,1798284
